id,exercise_name,calories,type
1260,HM Hi-Low,351,Strength
1261,HM Kick-Back,342,Strength
1262,HM Left Side Iron Cross,178,Strength
1263,HM Left Side-Kick,276,Strength
1264,HM Leg Lifts,90,Strength
1265,Walking lunge,437,Strength
1266,High Plyometric Box Jump,464,Strength
1267,Barbell hip thrust-,431,Strength
1268,UN Glute Bridge,445,Strength
1269,Holman Donkey Kick,377,Strength
1270,Holman Hip Raise with Alternating Kick,445,Strength
1271,Holman Left Leg Donkey Kick,251,Strength
1272,Holman Diagonal Right Leg Step-Out to Right Knee-Up,410,Strength
1273,Holman Right Leg Donkey Kick,396,Strength
1274,Holman Butt Tap to Jump,163,Strength
1275,Holman Butt Tap to Jump-Forward-Jump-Back,382,Strength
1276,Holman Traveling High Knees to Squat Thrust,101,Strength
1277,Holman Butt Kicker to High Knees,272,Strength
1278,Holman Daisy Cutter,271,Strength
1279,Holman Frogger,323,Strength
1280,Holman Hip Raise with Chest Press,193,Strength
1281,Total Fitness Bear Crawl,122,Strength
1282,Pigeon stretch,435,Strength
1283,Levitating side kick-through,329,Strength
1284,30 Legs Hip Thrust,456,Strength
1285,Dumbbell single-leg hip thrust,357,Strength
1286,Medicine ball duck walk,478,Strength
1287,Exercise ball hip thrust,196,Strength
1288,Downward Facing Balance,262,Strength
1289,Band Good Morning (Pull Through),159,Powerlifting
1290,Standing Hamstring and Calf Stretch,443,Stretching
1291,Hamstring-SMR,177,Stretching
1292,Barbell Deadlift,89,Strength
1293,Clean Deadlift,196,Olympic Weightlifting
1294,Sumo deadlift,335,Powerlifting
1295,Romanian Deadlift from Deficit,137,Olympic Weightlifting
1296,Power Snatch,352,Olympic Weightlifting
1297,Power Clean from Blocks,60,Olympic Weightlifting
1298,Snatch Deadlift,311,Olympic Weightlifting
1299,Power clean,274,Strength
1300,Hang Snatch,102,Olympic Weightlifting
1301,Wide Stance Stiff Legs,433,Olympic Weightlifting
1302,Clean,473,Olympic Weightlifting
1303,Good Morning,413,Powerlifting
1304,Barbell stiff-legged deadlift,353,Strength
1305,Romanian Deadlift,333,Strength
1306,Sumo Deadlift with Chains,435,Powerlifting
1307,Sumo Deadlift with Bands,154,Powerlifting
1308,Good Morning off Pins,259,Powerlifting
1309,Stiff-Legged Deadlift,178,Strength
1310,Snatch Pull,307,Strength
1311,Hanging Bar Good Morning,486,Powerlifting
1312,Reverse Band Sumo Deadlift,128,Powerlifting
1313,Muscle Snatch,315,Olympic Weightlifting
1314,Split Snatch,451,Olympic Weightlifting
1315,Hang Snatch - Below Knees,305,Olympic Weightlifting
1316,30 Legs Sumo Deadlift,266,Strength
1317,Kettlebell pass-through lunge,239,Strength
1318,Kettlebell One-Legged Deadlift,251,Strength
1319,Single-arm kettlebell clean,263,Strength
1320,Single-leg kettlebell deadlift,186,Strength
1321,Romanian Deadlift with Kettlebell,195,Strength
1322,Single-arm kettlebell swing,308,Strength
1323,Kettlebell Dead Clean,344,Strength
1324,Alternating Hang Clean,335,Strength
1325,One-Arm Open Palm Kettlebell Clean,364,Strength
1326,Open Palm Kettlebell Clean,407,Strength
1327,Kettlebell Hang Clean,226,Strength
1328,Double Kettlebell Alternating Hang Clean,302,Strength
1329,Romanian Deadlift With Dumbbells,282,Strength
1330,Stiff-Legged Dumbbell Deadlift,124,Strength
1331,Vertical Swing,177,Plyometrics
1332,Dumbbell Fix Dumbbell Swing,385,Strength
1333,Dumbbell Lying Hamstring Curl,131,Strength
1334,30 Legs Dumbbell Stiff-Legged Deadlift,283,Strength
1335,Box jump,181,Plyometrics
1336,Box Jump (Multiple Response),265,Plyometrics
1337,Sled push-,220,Cardio
1338,Lying Hamstring,484,Stretching
1339,Chair Leg Extended Stretch,138,Stretching
1340,Suspended Leg Curl,133,Strength
1341,Box Skip,497,Plyometrics
1342,Power Stairs,77,Strongman
1343,Seated Hamstring and Calf Stretch,346,Stretching
1344,Hamstring slide,405,Strength
1345,Seated Band Hamstring Curl,442,Strength
1346,Lying cable leg curl,241,Strength
1347,Standing cable leg curl,80,Strength
1348,Lying Leg Curls,94,Strength
1349,Glute Ham Raise,470,Powerlifting
1350,Reverse Hyperextension,81,Strength
1351,Seated Leg Curl,423,Strength
1352,Standing Leg Curl,389,Strength
1353,Smith machine stiff-legged deadlift,119,Strength
1354,Lying Leg Curl - Gethin Variation,308,Strength
1355,Paul Carter Leg Extension,235,Strength
1356,Lying leg curl,203,Strength
1357,Seated Hamstring Curl - Gethin Variation,444,Strength
1358,Single-leg lying leg curl,466,Strength
1359,Leg curl,216,Strength
1360,Leg Extension - Gethin Variation,384,Strength
1361,Single-leg leg extension-,361,Strength
1362,Lying Hamstring Curls - Gethin Variation,356,Strength
1363,AM Seated Hamstring Curl,144,Strength
1364,UP Hamstring Curl,167,Strength
1365,30 Legs Leg Extension,394,Strength
1366,30 Legs Seated Leg Curl,131,Strength
1367,Natural Glute Ham Raise,398,Strength
1368,Standing leg swing,489,Stretching
1369,Linear Acceleration Wall Drill,449,Plyometrics
1370,Knee Tuck Jump,277,Plyometrics
1371,Leg-Up Hamstring Stretch,209,Stretching
1372,Inchworm,365,Stretching
1373,Moving Claw Series,193,Plyometrics
1374,Lying groin stretch with band,279,Stretching
1375,90/90 Hamstring,316,Stretching
1376,World's greatest stretch,386,Stretching
1377,The Straddle,75,Stretching
1378,Prone Manual Hamstring,94,Strength
1379,Knee To Chest,128,Stretching
1380,Hurdle Hops,394,Plyometrics
1381,Hip Stretch With Twist,156,Stretching
1382,Linear 3-Part Start Technique,178,Plyometrics
1383,Alternating Leg Swing,369,Stretching
1384,Single-leg balance and reach,68,Stretching
1385,High Kick,391,Stretching
1386,Boss Everline 10-Yard Sprints,52,Strength
1387,Standing hamstring stretch,193,Stretching
1388,Reverse lunge,201,Stretching
1389,HM Alternating Cross Lunge,459,Strength
1390,HM Alternating Front Kick,302,Strength
1391,HM World's Greatest Stretch,255,Stretching
1392,HM Alternating Sprawl Kick-Through,220,Strength
1393,HM Alternating Step-Back,466,Strength
1394,HM Alternating Step-Up With Chair,344,Strength
1395,HM Right Knee-Up,348,Strength
1396,HM Low Lunge With External Twist,171,Strength
1397,HM Ninja Crawl,442,Strength
1398,HM Pigeon Stretch,142,Strength
1399,Single-Leg Deadlift Walk,351,Strength
1400,Total Fitness Hamstring Slide,201,Strength
1401,30 Legs Walking Lunge,160,Strength
1402,Glute ham raise-,388,Strength
1403,Lying hamstring stretch with band,145,Stretching
1404,Upper Back-Leg Grab,378,Stretching
1405,Seated Hamstring,84,Stretching
1406,Alternating lunge jump,113,Stretching
1407,Runner's Stretch,79,Stretching
1408,Exercise ball leg curl,298,Strength
1409,Ball Hamstring Hat Trick,239,Strength
1410,Band-assisted pull-up,251,Strength
1411,Assisted Chin-Up,236,Strength
1412,UN Band Assisted Pull-up Pronated,108,Strength
1413,UN Band Assisted Pull-up Neutral,335,Strength
1414,UN Band Assisted Pull-up Supinated,174,Strength
1415,FYR2 Monster Band Face-Pull Hold,397,Strength
1416,Single-arm band low row,483,Strength
1417,Latissimus dorsi SMR,388,Stretching
1418,Bent-arm barbell pull-over,436,Strength
1419,Barbell pull-over to press,445,Strength
1420,Single-arm barbell bent-over row,213,Strength
1421,Reverse Barbell Row,355,Strength
1422,Side kick-through to kettlebell high pull,374,Strength
1423,FYR2 Alternating Kettlebell Snatch,129,Strength
1424,FYR2 Alternating Kettlebell Swing,100,Strength
1425,FYR2 American Kettlebell Swing,240,Strength
1426,FYR2 Double-Kettlebell Standing Clean,179,Strength
1427,FYR2 Kettlebell Swing High Pull,349,Strength
1428,FYR2 Kettlebell Swing-Clean-Press Combo,488,Strength
1429,FYR2 Kettlebell Swing-Clean-Press-Row Combo,442,Strength
1430,FYR2 Single-Arm Kettlebell Clean,399,Strength
1431,FYR2 Single-Arm Kettlebell Swing,493,Strength
1432,PJR pull-over-,279,Strength
1433,Dumbbell seal row,209,Strength
1434,Incline Dumbbell Row - Gethin Variation,399,Strength
1435,FYR Bent-Over Dumbbell Row,268,Strength
1436,Straight-Arm Dumbbell Pull-Over - Gethin Variation,412,Strength
1437,Bent-Over Dumbbell Row - Gethin Variation,416,Strength
1438,Bent-over dumbbell rear delt fly,82,Strength
1439,Band Resisted Dumbbell Row,292,Strength
1440,Holman Right Arm Weighted Half Jack,453,Strength
1441,Holman Left Arm Weighted Half Jack,235,Strength
1442,Holman Renegade Row,276,Strength
1443,Holman Renegade Row with Opposite Foot Step-Out,414,Strength
1444,Holman Renegade Row to Weighted Burpee,426,Strength
1445,Holman Weighted Double-Arm Cross Punch,350,Strength
1446,Holman Standing Flat Back Row,372,Strength
1447,Total Fitness Dumbbell Isometric Row Hold,262,Strength
1448,Dumbbell renegade row,316,Strength
1449,MetaBurn Bent-Over Row to Rear-Delt Raise,246,Strength
1450,FYR2 Bent-Over Reverse Fly,206,Strength
1451,Weighted pull-up,246,Strength
1452,Rocky Pull-Ups/Pulldowns,483,Strength
1453,Gironda Sternum Chins,108,Strength
1454,Floor rope climb,441,Strength
1455,Overhead Lat,404,Stretching
1456,Around-the-world pull-up,266,Strength
1457,L-sit chin-up,64,Strength
1458,Back Flyes - Gethin Variation,287,Strength
1459,Incline straight-arm pull-over,243,Strength
1460,Machine high row,406,Strength
1461,AM T-Bar Row,148,Strength
1462,Assisted Single-Arm Pull-Up,81,Strength
1463,Assisted Single-Arm Chin-Up,191,Strength
1464,Holman Renegade Punch-Under,244,Strength
1465,Holman Renegade Row to Split Jump,309,Strength
1466,Holman Dirty Dog to Renegade Row,493,Strength
1467,Holman Renegade Row to Side Punch to Forward Punch,340,Strength
1468,Standing dumbbell knee crunch,63,Strength
1469,Close-grip pull-down,195,Strength
1470,Shotgun row,344,Strength
1471,Close-Grip Front Lat Pulldown,496,Strength
1472,Straight-arm rope pull-down,330,Strength
1473,Lat pull-down,371,Strength
1474,Straight-Arm Pulldown,407,Strength
1475,Single-arm kneeling lat pull-down,183,Strength
1476,Elevated Cable Rows,298,Strength
1477,Full Range-Of-Motion Lat Pulldown,492,Strength
1478,Kneeling lat pull-down,148,Strength
1479,Behind-the-neck pull-down,66,Strength
1480,Straight-arm cable pull-over,51,Strength
1481,Cable Straight-Arm Pulldown - Gethin Variation,62,Strength
1482,Rope Lat Pull-down - Gethin Variation,170,Strength
1483,Straight-Arm Pull-Down - Gethin Variation,437,Strength
1484,High-cable standing row,330,Strength
1485,Lat Pull-down - Gethin Variation,130,Strength
1486,Wide-Grip Lat Pull-Down - Gethin Variation,401,Strength
1487,Behind-The-Neck Pull-Down - Gethin Variation,422,Strength
1488,Single-Arm Cable Row - Gethin Variation,443,Strength
1489,Scapular Rows,240,Strength
1490,Standing V-Grip Cable Rows,140,Strength
1491,AM Close-Grip Pull-Down,59,Strength
1492,AM Wide-Grip Pull-Down,74,Strength
1493,UP Lat Pull-Down,105,Strength
1494,Reverse-grip lat pull-down,82,Strength
1495,Machine seated row,106,Strength
1496,Machine-assisted pull-up,377,Strength
1497,Single-arm pull-down,363,Strength
1498,Chest-Supported Smith Machine Row - Gethin Variation,210,Strength
1499,Single-arm machine high row,449,Strength
1500,Machine Pull-Over - Gethin Variation,163,Strength
1501,Seated Machine Row - Gethin Variation,294,Strength
1502,Wide-Grip Machine Row,297,Strength
1503,King Maker Lat Pull-Down,476,Strength
1504,Robertson Half-Kneeling Landmine Press,90,Strength
1505,Pullups,69,Strength
1506,Pull-up,497,Strength
1507,Muscle Up,411,Strength
1508,Rope climb,295,Strength
1509,Wide-Grip Rear Pull-Up,213,Strength
1510,Side To Side Chins,470,Strength
1511,Neutral-grip pull-up,58,Strength
1512,Kipping Muscle Up,98,Strength
1513,One Arm Against Wall,466,Stretching
1514,One Handed Hang,186,Stretching
1515,Standing side bend stretch,131,Stretching
1516,Burpee to pull-up,373,Plyometrics
1517,Negative pull-up,179,Strength
1518,Chin-Up,438,Strength
1519,HM Superman Lat Pull,423,Strength
1520,AM Pull-Up,397,Strength
1521,UP Chin-Up,400,Strength
1522,Holman Alternating Forward and Side Punch,364,Strength
1523,Jump to pull-up,89,Strength
1524,Bent-over scapular slide,60,Strength
1525,Iron cross stretch,176,Strength
1526,Total Fitness Standing Lat Stretch,88,Strength
1527,King Maker Pull-Up,492,Strength
1528,Medicine ball slam,73,Plyometrics
1529,Catch and Overhead Throw,390,Plyometrics
1530,FYR2 Bent-Over Medicine Ball Slam,215,Strength
1531,Dynamic Back Stretch,232,Stretching
1532,Chair Lower Back Stretch,309,Stretching
1533,Side-Lying Floor Stretch,289,Stretching
1534,Band good morning-,52,Strength
1535,FYR2 Monster Banded Good Morning,105,Strength
1536,Band deadlift,372,Strength
1537,Lower back SMR,397,Stretching
1538,Barbell deficit deadlift,323,Powerlifting
1539,Deadlift with Bands,301,Powerlifting
1540,Deadlift with Chains,414,Powerlifting
1541,Rack Pull with Bands,263,Powerlifting
1542,Rack pull,400,Powerlifting
1543,Seated Good Mornings,445,Powerlifting
1544,Stiff Leg Barbell Good Morning,64,Strength
1545,Reverse Band Deadlift,482,Powerlifting
1546,Paul Carter Romanian Deadlift,324,Strength
1547,TBS Good Morning,488,Strength
1548,TBS Romanian Deadlift,60,Strength
1549,Barbell deadlift-,375,Strength
1550,Deadlift - Gethin Variation,241,Strength
1551,Barbell good morning,298,Strength
1552,UP Conventional Deadlift,203,Strength
1553,30 Day Back Barbell Rack Pull,432,Strength
1554,FYR Sumo Deadlift High Pull,475,Strength
1555,Kettlebell deadlift,290,Strength
1556,HM Kettlebell Swing,207,Strength
1557,KV Romanian Deadlift with Kettlebell,289,Strength
1558,FYR2 Kettlebell Good Morning,179,Strength
1559,FYR2 Kettlebell Romanian Deadlift,335,Strength
1560,FYR2 Kettlebell Staggered-Stance Deadlift,270,Strength
1561,Dumbbell Fix Dumbbell Deadlift,436,Strength
1562,Dumbbell skier,385,Strength
1563,TBS Dumbbell Romanian Deadlift,98,Strength
1564,Stiff-Legged Dumbbell Deadlift - Gethin Variation,261,Strength
1565,UNS Dumbbell Romanian Deadlift,348,Strength
1566,Holman Slow Deadlift,105,Strength
1567,Holman Deadlift to Overhead Press,247,Strength
1568,Holman Staggered-Stance Deadlift,414,Strength
1569,Holman Deadlift to Front Raise,305,Strength
1570,Holman Deadlift to Chest Press,147,Strength
1571,Holman Deadlift to Squat Thrust,467,Strength
1572,Holman Deadlift to Biceps Curl,102,Strength
1573,Dumbbell kickstand deadlift,351,Strength
1574,Single-leg stiff-legged deadlift to row,174,Strength
1575,FYR2 Dumbbell Deadlift,380,Strength
1576,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,440,Strength
1577,Atlas Stones,135,Strongman
1578,Axle Deadlift,335,Strongman
1579,Atlas Stone Trainer,421,Strongman
1580,Partner Flat-Bench Back Extension,79,Strength
1581,Keg Load,221,Strongman
1582,Partner bench back extension,173,Strength
1583,Rack Pull - Gethin Variation,213,Strength
1584,Hex Bar Deadlift - Gethin Variation,173,Strength
1585,Holman Deadlift,268,Strength
1586,ACFT Low-handle trap bar deadlift,362,Strength
1587,Neutral-grip lat pull-down,354,Strength
1588,Seated cable deadlift,100,Strength
1589,Cable stiff-legged deadlift,473,Strength
1590,Single-leg cable stiff-legged deadlift,387,Strength
1591,UNS Banded Dumbbell Romanian Deadlift,58,Strength
1592,Seated Back Extension,53,Strength
1593,Back extension,348,Strength
1594,Hyperextensions With No Hyperextension Bench,55,Strength
1595,Superman,259,Stretching
1596,Hug A Ball,304,Stretching
1597,Child's pose,77,Stretching
1598,Pelvic Tilt Into Bridge,223,Stretching
1599,Hug Knees To Chest,84,Stretching
1600,Pyramid,269,Stretching
1601,Partner Superman with alternating high-five,159,Strength
1602,Yoga plex,137,Stretching
1603,TBS Back Extension,305,Strength
1604,Lower Back Stretch - Yates Variation,428,Strength
1605,Hyperextension - Gethin Variation,424,Strength
1606,Back Extension - Gethin Variation,80,Strength
1607,HM Banana Stretch,348,Strength
1608,HM T-Spine Stretch on Wall,302,Stretching
1609,HM Child's Pose,391,Strength
1610,HM Cobra,286,Strength
1611,HM Cobra With Arm Retraction,485,Strength
1612,HM Dive-Bomber,173,Strength
1613,HM Downward-Facing Dog Pose,286,Strength
1614,HM Downward Dog To Left Leg Extension To Warrior Pose,440,Strength
1615,HM Downward Dog To Right Leg Extension To Warrior Pose,369,Strength
1616,HM Spine Twist,68,Strength
1617,HM Good Morning,162,Strength
1618,HM Rag Doll,326,Strength
1619,HM Upward-Facing Dog Pose,240,Strength
1620,Superman-,382,Strength
1621,Weighted back extension,221,Strength
1622,MetaBurn Alternating Superman,156,Strength
1623,MetaBurn Swimmer,264,Strength
1624,Dancer's Stretch,327,Stretching
1625,Cat Stretch,389,Stretching
1626,Crossover Reverse Lunge,299,Stretching
1627,Standing Pelvic Tilt,69,Stretching
1628,Exercise ball weighted hyperextension,469,Strength
1629,Exercise ball rear delt fly,60,Strength
1630,Lying rear delt Y,137,Strength
1631,Partner Facing Feet-Elevated Side Plank With Band Row,424,Strength
1632,Partner side plank band row,213,Strength
1633,Band-assisted chin-up,413,Strength
1634,30 Back Band-Assisted Pull-Up,364,Strength
1635,30 Back Reverse-Grip Band-Assisted Pull-Up,201,Strength
1636,Band bent-over row,251,Strength
1637,Heavy band bent-over row,202,Strength
1638,Reverse-grip bent-over row,469,Strength
1639,One-Arm Long Bar Row,449,Strength
1640,Bent Over Barbell Row,148,Strength
1641,Yates Row Reverse Grip,441,Strength
1642,Pendlay Row,230,Strength
1643,Straight Bar Bench Mid Rows,51,Strength
1644,Barbell seal row,96,Strength
1645,Yates Row,225,Strength
1646,Plate Row,155,Strength
1647,Barbell Deadlift Bent Row Complex,294,Strength
1648,Single-Arm Landmine Row,114,Strength
1649,TBS T-Bar Row,458,Strength
1650,TBS Deficit Deadlift,465,Strength
1651,Bent-Over Barbell Row - Gethin Variation,437,Strength
1652,Barbell bent-over row,75,Strength
1653,UN Barbell Rack Pull,294,Strength
1654,UN Barbell Scrape The Rack,380,Strength
1655,Barbell deadlift bent-over row complex,430,Strength
1656,30 Back Barbell Deadlift,460,Strength
1657,30 Back Bent-Over Barbell Row,334,Strength
1658,30 Back T-Bar Row,177,Strength
1659,30 Back Underhand Bent-Over Barbell Row,291,Strength
1660,Kettlebell alternating renegade row,103,Strength
1661,Alternating Kettlebell Row,299,Strength
1662,Two-Arm Kettlebell Row,308,Strength
1663,Kettlebell bent-over row to clean,467,Strength
1664,UP Deficit Kettlebell Stiff-Legged Deadlift,223,Strength
1665,FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,61,Strength
1666,FYR2 Double-Kettlebell Swing Clean,395,Strength
1667,Single-arm kettlebell row-,193,Strength
1668,FYR2 Ascending-Rep Swing-Squat Complex,476,Strength
1669,One-Arm Dumbbell Row,108,Strength
1670,Incline dumbbell row,53,Strength
1671,Bent Over Two-Dumbbell Row With Palms In,121,Strength
1672,Man-maker,318,Strength
1673,Dumbbell bent-over row,492,Strength
1674,Middle Back Shrug,177,Strength
1675,Dumbbell pull-over to skullcrusher,323,Strength
1676,Dumbbell Fix Single-Arm Dumbbell Row,371,Strength
1677,Dumbbell Fix Bent-Over Dumbbell Row,345,Strength
1678,Dumbbell Seal Row - Gethin Variation,203,Strength
1679,Decline dumbbell chest fly,231,Strength
1680,TBS Bent-Over Dumbbell Row,177,Strength
1681,HM Alternating Bent-Over Quick Row,405,Strength
1682,HM Bent-Over Dumbbell Row,494,Strength
1683,AM Single Arm Row,469,Strength
1684,Dumbbell stiff-legged deadlift,289,Strength
1685,Single-arm bench dumbbell row,287,Strength
1686,UN Bent-Over Dumbbell Row,228,Strength
1687,UN Dumbbell RDL,373,Strength
1688,UN Chest Supported Row,218,Strength
1689,MetaBurn Bent-Over Renegade Row,476,Strength
1690,30 Back Bent-Over Dumbbell Row,291,Strength
1691,30 Back Dumbbell Pull-Over,130,Strength
1692,30 Back Incline Dumbbell Row,94,Strength
1693,30 Back Single-Arm Dumbbell Row,116,Strength
1694,30 Back Single-Arm Dumbbell Swing Row,489,Strength
1695,T-Bar Row with Handle,206,Strength
1696,T-Bar Row,415,Strength
1697,Alternating sit-through with crunch,295,Strength
1698,Seated Cable Rows,276,Strength
1699,Upside-down pull-up,224,Strength
1700,Smith machine inverted row,166,Strength
1701,Lying T-Bar Row,167,Strength
1702,Suspended row,206,Strength
1703,Inverted Row with Straps,148,Strength
1704,One Arm Chin-Up,265,Strength
1705,Sled Row,311,Strength
1706,Paul Carter T-Bar Row,156,Strength
1707,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,367,Strength
1708,30 Back Plate Hyperextension,221,Strength
1709,Seated Cable Rows,123,Strength
1710,Single-arm cable seated row,416,Strength
1711,Paul Carter Lat Pull-Down,485,Strength
1712,TBS Lat Pull-Down,126,Strength
1713,One-Arm Cable Read Delt Fly - Gethin Variation,478,Strength
1714,UP Seated Cable Row,129,Strength
1715,UP Cable Straight-Arm Pull-Down,174,Strength
1716,UN Cable Pull-Through,94,Strength
1717,30 Back Close-Grip Seated Cable Row,428,Strength
1718,30 Back Incline Face-Up Cable Pull-Down,143,Strength
1719,30 Back Kneeling High Cable Pull-Down,300,Strength
1720,30 Back Leaning V-Bar Pull-Down,69,Strength
1721,30 Back Reverse-Grip Pull-Down,421,Strength
1722,30 Back Standing Low Cable Bar Row,427,Strength
1723,30 Back Standing Low Cable Rope Row,331,Strength
1724,30 Back Straight-Arm Bar Pull-Down,143,Strength
1725,30 Back Straight-Arm Rope Pull-Down,387,Strength
1726,30 Back Wide-Grip Behind-The-Head Pull-Down,365,Strength
1727,30 Back Wide-Grip Pull-Down,383,Strength
1728,30 back Wide-Grip Seated Cable Row,468,Strength
1729,Rower,112,Cardio
1730,Seated Cable Rows,306,Strength
1731,Smith machine bent-over row,134,Strength
1732,Leverage High Row,464,Strength
1733,Machine Low Row,245,Strength
1734,Standing lat pull-down,190,Strength
1735,30 Back Machine Seated Row,268,Strength
1736,30 Back Smith Machine Push-Up,396,Strength
1737,Mixed Grip Chin,254,Strength
1738,Rhomboids SMR,70,Stretching
1739,Spinal Stretch,479,Stretching
1740,Upper Back Stretch,280,Stretching
1741,Middle Back Stretch,183,Stretching
1742,TBS Pull-Up,223,Strength
1743,HM Angel Stretch,338,Strength
1744,UNS Foam Roll Upper Back,321,Strength
1745,30 Back Neutral-Grip Pull-Down,451,Strength
1746,30 Back Pull-Up,496,Strength
1747,30 Back Reverse-Grip Pull-Up,255,Strength
1748,ACFT Medicine ball overhead power throw,270,Strength
1749,Upright Row - With Bands,430,Strength
1750,Band seated row,353,Strength
1751,Barbell shrug,366,Strength
1752,Barbell behind-the-back shrug,491,Strength
1753,Clean Shrug,297,Olympic Weightlifting
1754,Snatch Shrug,466,Olympic Weightlifting
1755,Single-arm inverted row,197,Strength
1756,Kettlebell sumo deadlift high pull,78,Strength
1757,Standing dumbbell shrug,160,Strength
1758,Standing dumbbell upright row,93,Strength
1759,Dumbbell pull-over,237,Strength
1760,Standing Dumbbell Shrug - Gethin Variation,365,Strength
1761,Single-arm dumbbell row,129,Strength
1762,Lying Face Down Plate Neck Resistance,341,Strength
1763,Lying Face Up Plate Neck Resistance,199,Strength
1764,Seated Head Harness Neck Resistance,213,Strength
1765,Cable straight-bar upright row,239,Strength
1766,Cable shrug,290,Strength
1767,Smith machine shrug,85,Strength
1768,Leverage Shrug,409,Strength
1769,Calf-Machine Shoulder Shrug,190,Strength
1770,Smith machine behind-the-back shrug,353,Strength
1771,Smith machine upright row,93,Strength
1772,Machine low row-,221,Strength
1773,Machine Shrug - Gethin Variation,114,Strength
1774,Smith machine single-arm shrug,146,Strength
1775,Isometric Neck Exercise - Sides,216,Strength
1776,Isometric Neck Exercise - Front And Back,119,Strength
1777,Neck Bridge Prone,185,Strength
1778,Side Neck Stretch,485,Stretching
1779,Neck-SMR,269,Stretching
1780,Scapular Pull-Up,321,Strength
1781,Single-leg depth squat,229,Strength
1782,Squats - With Bands,354,Strength
1783,Hip Flexion with Band,354,Strength
1784,Forward Band Walk,157,Strength
1785,Boss Everline Resistance-Band Pull Sprint,270,Strength
1786,Banded jump squat,300,Strength
1787,Speed Box Squat,196,Powerlifting
1788,HM Banded Squat Toe Tap,54,Strength
1789,UP Band Abducted Squat,304,Strength
1790,FYR2 Lateral Band Walk,329,Strength
1791,FYR2 Banded Squat Hold-Pulse-Jump Complex,484,Strength
1792,Band split squat,301,Strength
1793,Band front squat,332,Strength
1794,Squat hold with band pull-apart,401,Strength
1795,Banded squat toe tap,300,Strength
1796,Band overhead squat,410,Strength
1797,Quadriceps SMR,473,Stretching
1798,Clean from Blocks,261,Olympic Weightlifting
1799,Barbell Full Squat,154,Strength
1800,Barbell back squat to box,179,Powerlifting
1801,Push-press,454,Olympic Weightlifting
1802,Power snatch-,288,Olympic Weightlifting
1803,Hang Clean,485,Olympic Weightlifting
1804,Barbell walking lunge,222,Strength
1805,Olympic Squat,325,Olympic Weightlifting
1806,Narrow-stance squat,331,Strength
1807,Box Squat with Bands,411,Powerlifting
1808,Weighted Jump Squat,150,Strength
1809,Squat with Chains,121,Powerlifting
1810,Barbell Squat,343,Strength
1811,Barbell front squat,227,Strength
1812,Barbell forward lunge,257,Strength
1813,Smith machine box squat,137,Strength
1814,Barbell step-up,403,Strength
1815,Barbell Bulgarian split squat,270,Strength
1816,Hang Clean - Below the Knees,341,Olympic Weightlifting
1817,Barbell hack squat,472,Strength
1818,Hack Squat,384,Strength
1819,Barbell thruster,88,Strength
1820,Split Jerk,332,Olympic Weightlifting
1821,Push-jerk,411,Olympic Weightlifting
1822,Barbell back squat,433,Strength
1823,Zercher squat,168,Strength
1824,Jefferson Squats,417,Strength
1825,Jerk Dip Squat,236,Olympic Weightlifting
1826,Barbell side split squat,386,Strength
1827,Frankenstein Squat,393,Olympic Weightlifting
1828,Barbell speed squat,141,Strength
1829,Single-arm side deadlift,232,Strength
1830,Barbell Squat To A Bench,189,Strength
1831,Clean Pull,281,Olympic Weightlifting
1832,Front Barbell Squat To A Bench,237,Strength
1833,Barbell reverse lunge,200,Strength
1834,Split Clean,462,Olympic Weightlifting
1835,Close-stance dumbbell front squat,393,Strength
1836,Front Squat (Clean Grip),88,Strength
1837,Barbell front squat to back squat,91,Strength
1838,Squat Jerk,261,Strength
1839,Barbell Front-To-Back Squat,314,Strength
1840,Box Squat with Chains,104,Strength
1841,Snatch from Blocks,106,Olympic Weightlifting
1842,Power Snatch from Blocks,337,Olympic Weightlifting
1843,Front Squat (Bodybuilder),362,Strength
1844,Barbell step-down reverse lunge,356,Strength
1845,Squat with Bands,483,Powerlifting
1846,Heaving Snatch Balance,81,Olympic Weightlifting
1847,Snatch Balance,417,Olympic Weightlifting
1848,Reverse Band Power Squat,119,Powerlifting
1849,Paul Carter Back Squat,139,Strength
1850,Paul Carter Barbell Split Squat,56,Strength
1851,TBS High-Bar Back Squat,321,Strength
1852,TBS Barbell Front Squat,312,Strength
1853,Squat - Gethin Variation,477,Strength
1854,Front-To-Back Barbell Squat,484,Strength
1855,Barbell Lunge - Gethin Variation,313,Strength
1856,Rack Deadlift - Gethin Variation,145,Strength
1857,Barbell Squat - Gethin Variation,196,Strength
1858,Barbell Good Morning - Gethin Variation,373,Strength
1859,AM Barbell Squat,81,Strength
1860,Plyometric Power Clean,368,Strength
1861,Banded Split Jerk,175,Strength
1862,UP Squat,191,Strength
1863,UN Barbell Back Squat,357,Strength
1864,UN Barbell Box Squat,484,Strength
1865,UN Barbell Front Squat,133,Strength
1866,KV Bulgarian Split Squat,118,Strength
1867,King Maker Barbell Back Squat,475,Strength
1868,King Maker Barbell Deadlift,376,Strength
1869,30 Legs Barbell Back Squat,405,Strength
1870,30 Legs Barbell Front Squat,131,Strength
1871,Barbell Back Squats,288,Strength
1872,Front Squats With Two Kettlebells,443,Strength
